[GRPC],100,1024,102555.54,3.17,4.68
[KITEX],100,1024,153516.64,1.75,2.14
[GRPC],200,1024,109306.21,6.39,9.03
[KITEX],200,1024,169014.84,2.74,3.34
[GRPC],400,1024,113714.08,12.29,17.08
[KITEX],400,1024,183326.90,4.77,6.00
[GRPC],600,1024,109745.63,19.44,27.47
[KITEX],600,1024,190425.52,7.04,8.91
[GRPC],800,1024,111738.13,25.19,35.10
[KITEX],800,1024,191920.99,9.44,12.49
[GRPC],1000,1024,112665.80,30.99,43.52
[KITEX],1000,1024,192186.02,11.80,15.99
